Feature,SHAP value,Feature value,Feature Group,Sample ID,Feature Order
Lithology,0.3496577,0.5595985,Geology,DEMO095,
Lithology,0.2941126,0.5985741,Geology,DEMO096,
Lithology,0.4195300,0.6791708,Geology,DEMO097,
Lithology,0.4663776,0.7550477,Geology,DEMO098,
Lithology,0.3579904,0.7828936,Geology,DEMO099,
Lithology,0.3782843,0.7493322,Geology,DEMO100,
Lithology,0.5139905,0.6792394,Geology,DEMO101,
Lithology,0.4854986,0.6203076,Geology,DEMO102,
Lithology,0.3948442,0.6134420,Geology,DEMO103,
Lithology,0.4894170,0.6673749,Geology,DEMO104,
Lithology,0.5888956,0.7532616,Geology,DEMO105,
Lithology,0.5032440,0.8226155,Geology,DEMO106,
Lithology,0.4732521,0.8374455,Geology,DEMO107,
Lithology,0.6128693,0.7938810,Geology,DEMO108,
Lithology,0.6454939,0.7246161,Geology,DEMO109,
Lithology,0.5452714,0.6786572,Geology,DEMO110,
Lithology,0.5975007,0.6909544,Geology,DEMO111,
Lithology,0.7382255,0.7607833,Geology,DEMO112,
Lithology,0.7032860,0.8523106,Geology,DEMO113,
Lithology,0.6415784,0.9170109,Geology,DEMO114,
Lithology,0.7717523,0.9240452,Geology,DEMO115,
Lithology,0.8781662,0.8798022,Geology,DEMO116,
Lithology,0.8147822,0.8246209,Geology,DEMO117,
Lithology,0.8513973,0.8091696,Geology,DEMO118,
Lithology,1.0664476,0.8668829,Geology,DEMO119,
Lithology,1.2340623,1.0000000,Geology,DEMO120,
Aspect,-1.0962368,0.0000000,Geomorphology,DEMO001,5
Aspect,-0.8438140,0.0061471,Geomorphology,DEMO002,
Aspect,-0.7366664,0.1256814,Geomorphology,DEMO003,
Aspect,-0.7869693,0.2125089,Geomorphology,DEMO004,
Aspect,-0.7366621,0.2365487,Geomorphology,DEMO005,
Aspect,-0.5957685,0.1992724,Geomorphology,DEMO006,
Aspect,-0.6036220,0.1366929,Geomorphology,DEMO007,
Aspect,-0.6675097,0.0984292,Geomorphology,DEMO008,
Aspect,-0.5738198,0.1175832,Geomorphology,DEMO009,
Aspect,-0.4807573,0.1905736,Geomorphology,DEMO010,
Aspect,-0.5502999,0.2796038,Geomorphology,DEMO011,
Aspect,-0.5718590,0.3362979,Geomorphology,DEMO012,
Aspect,-0.4494807,0.3318584,Geomorphology,DEMO013,
Aspect,-0.4236164,0.2750346,Geomorphology,DEMO014,
Aspect,-0.5135484,0.2067548,Geomorphology,DEMO015,
Aspect,-0.4723697,0.1747600,Geomorphology,DEMO016,
Aspect,-0.3588083,0.2039967,Geomorphology,DEMO017,
Aspect,-0.4009259,0.2811583,Geomorphology,DEMO018,
Aspect,-0.4674981,0.3629750,Geomorphology,DEMO019,
Aspect,-0.3719136,0.4031069,Geomorphology,DEMO020,
Aspect,-0.3044321,0.3809407,Geomorphology,DEMO021,
Aspect,-0.3912270,0.3144059,Geomorphology,DEMO022,
Aspect,-0.4019359,0.2488551,Geomorphology,DEMO023,
Aspect,-0.2833399,0.2289117,Geomorphology,DEMO024,
Aspect,-0.2826008,0.2707691,Geomorphology,DEMO025,
Aspect,-0.3745057,0.3521437,Geomorphology,DEMO026,
Aspect,-0.3198287,0.4261214,Geomorphology,DEMO027,
Aspect,-0.2195806,0.4502989,Geomorphology,DEMO028,
Aspect,-0.2809142,0.4131222,Geomorphology,DEMO029,
Aspect,-0.3370959,0.3410681,Geomorphology,DEMO030,
Aspect,-0.2338004,0.2822070,Geomorphology,DEMO031,
Aspect,-0.1866579,0.2763559,Geomorphology,DEMO032,
Aspect,-0.2815938,0.3303564,Geomorphology,DEMO033,
Aspect,-0.2757054,0.4138298,Geomorphology,DEMO034,
Aspect,-0.1600566,0.4780462,Geomorphology,DEMO035,
Aspect,-0.1803592,0.4861893,Geomorphology,DEMO036,
Aspect,-0.2676205,0.4362224,Geomorphology,DEMO037,
Aspect,-0.1979829,0.3621564,Geomorphology,DEMO038,
Aspect,-0.1113972,0.3129311,Geomorphology,DEMO039,
Aspect,-0.1873291,0.3220266,Geomorphology,DEMO040,
Aspect,-0.2289092,0.3866737,Geomorphology,DEMO041,
Aspect,-0.1190758,0.4695764,Geomorphology,DEMO042,
Aspect,-0.0917996,0.5220744,Geomorphology,DEMO043,
Aspect,-0.1899443,0.5143638,Geomorphology,DEMO044,
Aspect,-0.1659354,0.4540066,Geomorphology,DEMO045,
Aspect,-0.0553933,0.3812370,Geomorphology,DEMO046,
Aspect,-0.0945866,0.3439773,Geomorphology,DEMO047,
Aspect,-0.1729710,0.3680795,Geomorphology,DEMO048,
Aspect,-0.0893164,0.4412728,Geomorphology,DEMO049,
Aspect,-0.0179594,0.5207853,Geomorphology,DEMO050,
Aspect,-0.1048438,0.5599067,Geomorphology,DEMO051,
Aspect,-0.1293498,0.5369971,Geomorphology,DEMO052,
Aspect,-0.0154743,0.4689268,Geomorphology,DEMO053,
Aspect,-0.0079259,0.4006009,Geomorphology,DEMO054,
Aspect,-0.1051101,0.3770744,Geomorphology,DEMO055,
Aspect,-0.0628151,0.4155744,Geomorphology,DEMO056,
Aspect,0.0399426,0.4948026,Geomorphology,DEMO057,
Aspect,-0.0159869,0.5681637,Geomorphology,DEMO058,
Aspect,-0.0820942,0.5927014,Geomorphology,DEMO059,
Aspect,0.0136920,0.5557763,Geomorphology,DEMO060,
Aspect,0.0683130,0.4829159,Geomorphology,DEMO061,
Aspect,-0.0259116,0.4219628,Geomorphology,DEMO062,
Aspect,-0.0317733,0.4133661,Geomorphology,DEMO063,
Aspect,0.0832063,0.4650627,Geomorphology,DEMO064,
Aspect,0.0715293,0.5475503,Geomorphology,DEMO065,
Aspect,-0.0208018,0.6122093,Geomorphology,DEMO066,
Aspect,0.0391339,0.6214967,Geomorphology,DEMO067,
Aspect,0.1314913,0.5722620,Geomorphology,DEMO068,
Aspect,0.0613570,0.4977045,Geomorphology,DEMO069,
Aspect,0.0103850,0.4467579,Geomorphology,DEMO070,
Aspect,0.1159017,0.4537036,Geomorphology,DEMO071,
Aspect,0.1527214,0.5168828,Geomorphology,DEMO072,
Aspect,0.0549253,0.5997284,Geomorphology,DEMO073,
Aspect,0.0686097,0.6534743,Geomorphology,DEMO074,
Aspect,0.1816753,0.6474408,Geomorphology,DEMO075,
Aspect,0.1518728,0.5880885,Geomorphology,DEMO076,
Aspect,0.0681210,0.5150074,Geomorphology,DEMO077,
Aspect,0.1444879,0.4763333,Geomorphology,DEMO078,
Aspect,0.2241935,0.4988567,Geomorphology,DEMO079,
Aspect,0.1428918,0.5713879,Geomorphology,DEMO080,
Aspect,0.1094845,0.6517074,Geomorphology,DEMO081,
Aspect,0.2220963,0.6927866,Geomorphology,DEMO082,
Aspect,0.2407289,0.6719943,Geomorphology,DEMO083,
Aspect,0.1433681,0.6051536,Geomorphology,DEMO084,
Aspect,0.1770092,0.5367174,Geomorphology,DEMO085,
Aspect,0.2853711,0.5121661,Geomorphology,DEMO086,
Aspect,0.2393226,0.5497663,Geomorphology,DEMO087,
Aspect,0.1678149,0.6292304,Geomorphology,DEMO088,
Aspect,0.2591158,0.7043183,Geomorphology,DEMO089,
Aspect,0.3246055,0.7315561,Geomorphology,DEMO090,
Aspect,0.2358470,0.6972369,Geomorphology,DEMO091,
Aspect,0.2222115,0.6259372,Geomorphology,DEMO092,
Aspect,0.3394421,0.5652588,Geomorphology,DEMO093,
Aspect,0.3405276,0.5562733,Geomorphology,DEMO094,
Aspect,0.2480814,0.6080210,Geomorphology,DEMO095,
Aspect,0.3019864,0.6919034,Geomorphology,DEMO096,
Aspect,0.4036177,0.7594490,Geomorphology,DEMO097,
Aspect,0.3444145,0.7724220,Geomorphology,DEMO098,
Aspect,0.2891872,0.7265744,Geomorphology,DEMO099,
Aspect,0.3943066,0.6542939,Geomorphology,DEMO100,
Aspect,0.4454574,0.6045011,Geomorphology,DEMO101,
Aspect,0.3543055,0.6122820,Geomorphology,DEMO102,
Aspect,0.3632714,0.6771130,Geomorphology,DEMO103,
Aspect,0.4839399,0.7632026,Geomorphology,DEMO104,
Aspect,0.4703495,0.8217367,Geomorphology,DEMO105,
Aspect,0.3890574,0.8212147,Geomorphology,DEMO106,
Aspect,0.4651082,0.7670387,Geomorphology,DEMO107,
Aspect,0.5608162,0.6981910,Geomorphology,DEMO108,
Aspect,0.4950667,0.6630668,Geomorphology,DEMO109,
Aspect,0.4633125,0.6894707,Geomorphology,DEMO110,
Aspect,0.5851301,0.7674156,Geomorphology,DEMO111,
Aspect,0.6277143,0.8554095,Geomorphology,DEMO112,
Aspect,0.5460489,0.9063386,Geomorphology,DEMO113,
Aspect,0.5882384,0.8968892,Geomorphology,DEMO114,
Aspect,0.7221070,0.8422694,Geomorphology,DEMO115,
Aspect,0.7119883,0.7871552,Geomorphology,DEMO116,
Aspect,0.6684540,0.7786369,Geomorphology,DEMO117,
Aspect,0.7989170,0.8384048,Geomorphology,DEMO118,
Aspect,0.9425919,0.9531821,Geomorphology,DEMO119,
Aspect,1.0026672,1.0000000,Geomorphology,DEMO120,
Land cover,-0.8872222,0.9997099,Surface cover,DEMO001,6
Land cover,-0.6807188,0.9985588,Surface cover,DEMO002,
Land cover,-0.6742470,1.0000000,Surface cover,DEMO003,
Land cover,-0.6830317,0.9625007,Surface cover,DEMO004,
Land cover,-0.5669827,0.8744657,Surface cover,DEMO005,
Land cover,-0.5048427,0.7788064,Surface cover,DEMO006,
Land cover,-0.5668721,0.7220635,Surface cover,DEMO007,
Land cover,-0.5462930,0.7287175,Surface cover,DEMO008,
Land cover,-0.4352978,0.7852962,Surface cover,DEMO009,
Land cover,-0.4412475,0.8483507,Surface cover,DEMO010,
Land cover,-0.5049566,0.8711933,Surface cover,DEMO011,
Land cover,-0.4369614,0.8327265,Surface cover,DEMO012,
Land cover,-0.3558880,0.7504287,Surface cover,DEMO013,
Land cover,-0.4131136,0.6694145,Surface cover,DEMO014,
Land cover,-0.4416493,0.6343537,Surface cover,DEMO015,
Land cover,-0.3427747,0.6616800,Surface cover,DEMO016,
Land cover,-0.3145469,0.7293460,Surface cover,DEMO017,
Land cover,-0.3926991,0.7904815,Surface cover,DEMO018,
Land cover,-0.3676871,0.8024734,Surface cover,DEMO019,
Land cover,-0.2700844,0.7534060,Surface cover,DEMO020,
Land cover,-0.2996293,0.6694418,Surface cover,DEMO021,
Land cover,-0.3623229,0.5985585,Surface cover,DEMO022,
Land cover,-0.2881475,0.5807405,Surface cover,DEMO023,
Land cover,-0.2249367,0.6231368,Surface cover,DEMO024,
Land cover,-0.2957724,0.6956107,Surface cover,DEMO025,
Land cover,-0.3137406,0.7494456,Surface cover,DEMO026,
Land cover,-0.2149740,0.7475901,Surface cover,DEMO027,
Land cover,-0.2065925,0.6876595,Surface cover,DEMO028,
Land cover,-0.2867540,0.6034104,Surface cover,DEMO029,
Land cover,-0.2488871,0.5437720,Surface cover,DEMO030,
Land cover,-0.1602983,0.5424552,Surface cover,DEMO031,
Land cover,-0.2061895,0.5970137,Surface cover,DEMO032,
Land cover,-0.2605067,0.6703586,Surface cover,DEMO033,
Land cover,-0.1779910,0.7137865,Surface cover,DEMO034,
Land cover,-0.1307305,0.6972213,Surface cover,DEMO035,
Land cover,-0.2094006,0.6278878,Surface cover,DEMO036,
Land cover,-0.2131444,0.5458220,Surface cover,DEMO037,
Land cover,-0.1149532,0.4990059,Surface cover,DEMO038,
Land cover,-0.1242312,0.5135676,Surface cover,DEMO039,
Land cover,-0.2015770,0.5775535,Surface cover,DEMO040,
Land cover,-0.1500651,0.6483488,Surface cover,DEMO041,
Land cover,-0.0715213,0.6791395,Surface cover,DEMO042,
Land cover,-0.1305732,0.6479817,Surface cover,DEMO043,
Land cover,-0.1731856,0.5714273,Surface cover,DEMO044,
Land cover,-0.0835585,0.4942429,Surface cover,DEMO045,
Land cover,-0.0524324,0.4616081,Surface cover,DEMO046,
Land cover,-0.1351200,0.4910572,Surface cover,DEMO047,
Land cover,-0.1233334,0.5615884,Surface cover,DEMO048,
Land cover,-0.0277912,0.6267050,Surface cover,DEMO049,
Land cover,-0.0533737,0.6432880,Surface cover,DEMO050,
Land cover,-0.1243936,0.5983721,Surface cover,DEMO051,
Land cover,-0.0599598,0.5171955,Surface cover,DEMO052,
Land cover,0.0068944,0.4475258,Surface cover,DEMO053,
Land cover,-0.0625341,0.4299950,Surface cover,DEMO054,
Land cover,-0.0912265,0.4728652,Surface cover,DEMO055,
Land cover,0.0034015,0.5468969,Surface cover,DEMO056,
Land cover,0.0181539,0.6035058,Surface cover,DEMO057,
Land cover,-0.0651201,0.6049320,Surface cover,DEMO058,
Land cover,-0.0374625,0.5476886,Surface cover,DEMO059,
Land cover,0.0530316,0.4647254,Surface cover,DEMO060,
Land cover,0.0126604,0.4049659,Surface cover,DEMO061,
Land cover,-0.0490581,0.4029248,Surface cover,DEMO062,
Land cover,0.0268606,0.4572727,Surface cover,DEMO063,
Land cover,0.0804974,0.5316610,Surface cover,DEMO064,
Land cover,0.0035792,0.5772929,Surface cover,DEMO065,
Land cover,-0.0096382,0.5632254,Surface cover,DEMO066,
Land cover,0.0875339,0.4955840,Surface cover,DEMO067,
Land cover,0.0860437,0.4137573,Surface cover,DEMO068,
Land cover,0.0054926,0.3659354,Surface cover,DEMO069,
Land cover,0.0487251,0.3791826,Surface cover,DEMO070,
Land cover,0.1318327,0.4426291,Surface cover,DEMO071,
Land cover,0.0785832,0.5142198,Surface cover,DEMO072,
Land cover,0.0287702,0.5468293,Surface cover,DEMO073,
Land cover,0.1143106,0.5175257,Surface cover,DEMO074,
Land cover,0.1535936,0.4418099,Surface cover,DEMO075,
Land cover,0.0722933,0.3639880,Surface cover,DEMO076,
Land cover,0.0755962,0.3296555,Surface cover,DEMO077,
Land cover,0.1727805,0.3573809,Surface cover,DEMO078,
Land cover,0.1557283,0.4271727,Surface cover,DEMO079,
Land cover,0.0811588,0.4928927,Surface cover,DEMO080,
Land cover,0.1392177,0.5109059,Surface cover,DEMO081,
Land cover,0.2129094,0.4671761,Surface cover,DEMO082,
Land cover,0.1491959,0.3859804,Surface cover,DEMO083,
Land cover,0.1136091,0.3148307,Surface cover,DEMO084,
Land cover,0.2067170,0.2949664,Surface cover,DEMO085,
Land cover,0.2311167,0.3357422,Surface cover,DEMO086,
Land cover,0.1488458,0.4088159,Surface cover,DEMO087,
Land cover,0.1693614,0.4657463,Surface cover,DEMO088,
Land cover,0.2642336,0.4680720,Surface cover,DEMO089,
Land cover,0.2330399,0.4111930,Surface cover,DEMO090,
Land cover,0.1677793,0.3272233,Surface cover,DEMO091,
Land cover,0.2397289,0.2650443,Surface cover,DEMO092,
Land cover,0.3026104,0.2599447,Surface cover,DEMO093,
Land cover,0.2315554,0.3117015,Surface cover,DEMO094,
Land cover,0.2124654,0.3847131,Surface cover,DEMO095,
Land cover,0.3113018,0.4301022,Surface cover,DEMO096,
Land cover,0.3212881,0.4160621,Surface cover,DEMO097,
Land cover,0.2420686,0.3476018,Surface cover,DEMO098,
Land cover,0.2805814,0.2634268,Surface cover,DEMO099,
Land cover,0.3716255,0.2118940,Surface cover,DEMO100,
Land cover,0.3289984,0.2209712,Surface cover,DEMO101,
Land cover,0.2770115,0.2808570,Surface cover,DEMO102,
Land cover,0.3625350,0.3500536,Surface cover,DEMO103,
Land cover,0.4147865,0.3811211,Surface cover,DEMO104,
Land cover,0.3411564,0.3501186,Surface cover,DEMO105,
Land cover,0.3419227,0.2714495,Surface cover,DEMO106,
Land cover,0.4463516,0.1888897,Surface cover,DEMO107,
Land cover,0.4450759,0.1483701,Surface cover,DEMO108,
Land cover,0.3754451,0.1694131,Surface cover,DEMO109,
Land cover,0.4352733,0.2329584,Surface cover,DEMO110,
Land cover,0.5248579,0.2931346,Surface cover,DEMO111,
Land cover,0.4784713,0.3056598,Surface cover,DEMO112,
Land cover,0.4489939,0.2552253,Surface cover,DEMO113,
Land cover,0.5545487,0.1648376,Surface cover,DEMO114,
Land cover,0.6060492,0.0812878,Surface cover,DEMO115,
Land cover,0.5472172,0.0457035,Surface cover,DEMO116,
Land cover,0.5880922,0.0673187,Surface cover,DEMO117,
Land cover,0.7241144,0.1163097,Surface cover,DEMO118,
Land cover,0.7598472,0.1384137,Surface cover,DEMO119,
Land cover,0.8122660,0.0682231,Surface cover,DEMO120,
River distance,-0.7559999,1.0000000,Hydrology,DEMO001,7
River distance,-0.6378492,1.0000000,Hydrology,DEMO002,
River distance,-0.6574889,0.9794345,Hydrology,DEMO003,
River distance,-0.5878029,0.8781147,Hydrology,DEMO004,
River distance,-0.4814077,0.7833051,Hydrology,DEMO005,
River distance,-0.5028730,0.7374822,Hydrology,DEMO006,
River distance,-0.5354424,0.7562382,Hydrology,DEMO007,
River distance,-0.4463306,0.8171685,Hydrology,DEMO008,
River distance,-0.3915693,0.8730952,Hydrology,DEMO009,
River distance,-0.4527511,0.8809742,Hydrology,DEMO010,
River distance,-0.4468416,0.8283820,Hydrology,DEMO011,
River distance,-0.3494919,0.7410664,Hydrology,DEMO012,
River distance,-0.3508829,0.6668410,Hydrology,DEMO013,
River distance,-0.4146324,0.6458074,Hydrology,DEMO014,
River distance,-0.3617618,0.6853873,Hydrology,DEMO015,
River distance,-0.2851382,0.7556623,Hydrology,DEMO016,
River distance,-0.3340835,0.8079137,Hydrology,DEMO017,
River distance,-0.3682135,0.8048438,Hydrology,DEMO018,
River distance,-0.2825735,0.7437113,Hydrology,DEMO019,
River distance,-0.2507052,0.6580110,Hydrology,DEMO020,
River distance,-0.3224374,0.5966545,Hydrology,DEMO021,
River distance,-0.3083424,0.5935800,Hydrology,DEMO022,
River distance,-0.2185768,0.6466625,Hydrology,DEMO023,
River distance,-0.2392827,0.7190216,Hydrology,DEMO024,
River distance,-0.3012272,0.7619135,Hydrology,DEMO025,
River distance,-0.2401691,0.7449922,Hydrology,DEMO026,
River distance,-0.1773713,0.6751460,Hydrology,DEMO027,
River distance,-0.2385871,0.5922128,Hydrology,DEMO028,
River distance,-0.2626459,0.5442338,Hydrology,DEMO029,
River distance,-0.1748637,0.5576143,Hydrology,DEMO030,
River distance,-0.1600616,0.6207203,Hydrology,DEMO031,
River distance,-0.2342969,0.6910988,Hydrology,DEMO032,
River distance,-0.2076334,0.7218364,Hydrology,DEMO033,
River distance,-0.1242135,0.6906893,Hydrology,DEMO034,
River distance,-0.1599573,0.6138924,Hydrology,DEMO035,
River distance,-0.2149258,0.5360748,Hydrology,DEMO036,
River distance,-0.1448686,0.5025410,Hydrology,DEMO037,
River distance,-0.0954454,0.5311345,Hydrology,DEMO038,
River distance,-0.1647082,0.6011540,Hydrology,DEMO039,
River distance,-0.1758947,0.6662061,Hydrology,DEMO040,
River distance,-0.0869847,0.6830141,Hydrology,DEMO041,
River distance,-0.0880516,0.6382902,Hydrology,DEMO042,
River distance,-0.1608384,0.5569854,Hydrology,DEMO043,
River distance,-0.1210496,0.4867929,Hydrology,DEMO044,
River distance,-0.0453653,0.4685287,Hydrology,DEMO045,
River distance,-0.0937588,0.5107826,Hydrology,DEMO046,
River distance,-0.1388188,0.5845829,Hydrology,DEMO047,
River distance,-0.0609609,0.6413856,Hydrology,DEMO048,
River distance,-0.0255034,0.6432194,Hydrology,DEMO049,
River distance,-0.0996063,0.5862641,Hydrology,DEMO050,
River distance,-0.0966493,0.5032219,Hydrology,DEMO051,
River distance,-0.0086353,0.4430076,Hydrology,DEMO052,
River distance,-0.0247130,0.4403712,Hydrology,DEMO053,
River distance,-0.0928999,0.4943166,Hydrology,DEMO054,
River distance,-0.0405221,0.5687191,Hydrology,DEMO055,
River distance,0.0256960,0.6147576,Hydrology,DEMO056,
River distance,-0.0330743,0.6012315,Hydrology,DEMO057,
River distance,-0.0660844,0.5339351,Hydrology,DEMO058,
River distance,0.0177038,0.4520584,Hydrology,DEMO059,
River distance,0.0386835,0.4038485,Hydrology,DEMO060,
River distance,-0.0372305,0.4166471,Hydrology,DEMO061,
River distance,-0.0196175,0.4799100,Hydrology,DEMO062,
River distance,0.0652382,0.5517539,Hydrology,DEMO063,
River distance,0.0352563,0.5849650,Hydrology,DEMO064,
River distance,-0.0255416,0.5563177,Hydrology,DEMO065,
River distance,0.0382912,0.4809967,Hydrology,DEMO066,
River distance,0.0934528,0.4031661,Hydrology,DEMO067,
River distance,0.0267686,0.3685419,Hydrology,DEMO068,
River distance,0.0074306,0.3960014,Hydrology,DEMO069,
River distance,0.0949756,0.4658590,Hydrology,DEMO070,
River distance,0.1013417,0.5320895,Hydrology,DEMO071,
River distance,0.0266268,0.5509090,Hydrology,DEMO072,
River distance,0.0588693,0.5079632,Hydrology,DEMO073,
River distance,0.1383586,0.4272403,Hydrology,DEMO074,
River distance,0.0959963,0.3561727,Hydrology,DEMO075,
River distance,0.0451162,0.3361799,Hydrology,DEMO076,
River distance,0.1188911,0.3769455,Hydrology,DEMO077,
River distance,0.1617719,0.4504017,Hydrology,DEMO078,
River distance,0.0899141,0.5081582,Hydrology,DEMO079,
River distance,0.0854606,0.5115506,Hydrology,DEMO080,
River distance,0.1745154,0.4556496,Hydrology,DEMO081,
River distance,0.1666696,0.3723200,Hydrology,DEMO082,
River distance,0.0962028,0.3104304,Hydrology,DEMO083,
River distance,0.1426671,0.3055036,Hydrology,DEMO084,
River distance,0.2148665,0.3576544,Hydrology,DEMO085,
River distance,0.1621777,0.4315158,Hydrology,DEMO086,
River distance,0.1235688,0.4781994,Hydrology,DEMO087,
River distance,0.2056174,0.4656523,Hydrology,DEMO088,
River distance,0.2355808,0.3985589,Hydrology,DEMO089,
River distance,0.1616705,0.3154286,Hydrology,DEMO090,
River distance,0.1730697,0.2646776,Hydrology,DEMO091,
River distance,0.2616058,0.2745584,Hydrology,DEMO092,
River distance,0.2407109,0.3356103,Hydrology,DEMO093,
River distance,0.1777381,0.4065300,Hydrology,DEMO094,
River distance,0.2379290,0.4398158,Hydrology,DEMO095,
River distance,0.3015707,0.4112601,Hydrology,DEMO096,
River distance,0.2414139,0.3349762,Hydrology,DEMO097,
River distance,0.2175576,0.2546267,Hydrology,DEMO098,
River distance,0.3065344,0.2163004,Hydrology,DEMO099,
River distance,0.3240298,0.2398819,Hydrology,DEMO100,
River distance,0.2520082,0.3066928,Hydrology,DEMO101,
River distance,0.2805679,0.3710789,Hydrology,DEMO102,
River distance,0.3675463,0.3887478,Hydrology,DEMO103,
River distance,0.3363007,0.3442583,Hydrology,DEMO104,
River distance,0.2851024,0.2605908,Hydrology,DEMO105,
River distance,0.3595560,0.1848537,Hydrology,DEMO106,
River distance,0.4153675,0.1590022,Hydrology,DEMO107,
River distance,0.3528556,0.1937512,Hydrology,DEMO108,
River distance,0.3481312,0.2618810,Hydrology,DEMO109,
River distance,0.4453003,0.3150903,Hydrology,DEMO110,
River distance,0.4546005,0.3139263,Hydrology,DEMO111,
River distance,0.3925242,0.2521997,Hydrology,DEMO112,
River distance,0.4441785,0.1607122,Hydrology,DEMO113,
River distance,0.5351698,0.0879645,Hydrology,DEMO114,
River distance,0.5051115,0.0697931,Hydrology,DEMO115,
River distance,0.4809705,0.1067255,Hydrology,DEMO116,
River distance,0.5857030,0.1629624,Hydrology,DEMO117,
River distance,0.6585919,0.1871802,Hydrology,DEMO118,
River distance,0.6395994,0.1405001,Hydrology,DEMO119,
River distance,0.7543420,0.0002298,Hydrology,DEMO120,
Fault distance,-0.6642467,0.0712844,Geology,DEMO001,8
Fault distance,-0.6197833,0.1093972,Geology,DEMO002,
Fault distance,-0.5933975,0.0732347,Geology,DEMO003,
Fault distance,-0.4827781,0.0369350,Geology,DEMO004,
Fault distance,-0.4462719,0.0468795,Geology,DEMO005,
Fault distance,-0.4947067,0.1132931,Geology,DEMO006,
Fault distance,-0.4555380,0.2077969,Geology,DEMO007,
Fault distance,-0.3679344,0.2824607,Geology,DEMO008,
Fault distance,-0.3894776,0.3002581,Geology,DEMO009,
Fault distance,-0.4294872,0.2584502,Geology,DEMO010,
Fault distance,-0.3581132,0.1905305,Geology,DEMO011,
Fault distance,-0.3064963,0.1455896,Geology,DEMO012,
Fault distance,-0.3623900,0.1579454,Geology,DEMO013,
Fault distance,-0.3664418,0.2259176,Geology,DEMO014,
Fault distance,-0.2811233,0.3129355,Geology,DEMO015,
Fault distance,-0.2774491,0.3702999,Geology,DEMO016,
Fault distance,-0.3385348,0.3674649,Geology,DEMO017,
Fault distance,-0.2985635,0.3110405,Geology,DEMO018,
Fault distance,-0.2268654,0.2407143,Geology,DEMO019,
Fault distance,-0.2671670,0.2046276,Geology,DEMO020,
Fault distance,-0.3044760,0.2294990,Geology,DEMO021,
Fault distance,-0.2314474,0.3040476,Geology,DEMO022,
Fault distance,-0.1970410,0.3860128,Geology,DEMO023,
Fault distance,-0.2613132,0.4284100,Geology,DEMO024,
Fault distance,-0.2562108,0.4087189,Geology,DEMO025,
Fault distance,-0.1749157,0.3428778,Geology,DEMO026,
Fault distance,-0.1876025,0.2753940,Geology,DEMO027,
Fault distance,-0.2470971,0.2517121,Geology,DEMO028,
Fault distance,-0.1981501,0.2899991,Geology,DEMO029,
Fault distance,-0.1371304,0.3698685,Geology,DEMO030,
Fault distance,-0.1887062,0.4450458,Geology,DEMO031,
Fault distance,-0.2169570,0.4721097,Geology,DEMO032,
Fault distance,-0.1402884,0.4374615,Geology,DEMO033,
Fault distance,-0.1204717,0.3657735,Geology,DEMO034,
Fault distance,-0.1877913,0.3046717,Geology,DEMO035,
Fault distance,-0.1708568,0.2951627,Geology,DEMO036,
Fault distance,-0.0937102,0.3461718,Geology,DEMO037,
Fault distance,-0.1201045,0.4290034,Geology,DEMO038,
Fault distance,-0.1740642,0.4951636,Geology,DEMO039,
Fault distance,-0.1159128,0.5064776,Geology,DEMO040,
Fault distance,-0.0659005,0.4587985,Geology,DEMO041,
Fault distance,-0.1255659,0.3845853,Geology,DEMO042,
Fault distance,-0.1424540,0.3327472,Geology,DEMO043,
Fault distance,-0.0633546,0.3382731,Geology,DEMO044,
Fault distance,-0.0575843,0.4005054,Geology,DEMO045,
Fault distance,-0.1246604,0.4835497,Geology,DEMO046,
Fault distance,-0.0954109,0.5385673,Geology,DEMO047,
Fault distance,-0.0239489,0.5341058,Geology,DEMO048,
Fault distance,-0.0622814,0.4756326,Geology,DEMO049,
Fault distance,-0.1080920,0.4021409,Geology,DEMO050,
Fault distance,-0.0418074,0.3619367,Geology,DEMO051,
Fault distance,-0.0036495,0.3826415,Geology,DEMO052,
Fault distance,-0.0687257,0.4540409,Geology,DEMO053,
Fault distance,-0.0729937,0.5344288,Geology,DEMO054,
Fault distance,0.0066481,0.5765087,Geology,DEMO055,
Fault distance,-0.0011609,0.5567656,Geology,DEMO056,
Fault distance,-0.0651842,0.4900707,Geology,DEMO057,
Fault distance,-0.0239591,0.4204471,Geology,DEMO058,
Fault distance,0.0400897,0.3937326,Geology,DEMO059,
Fault distance,-0.0083608,0.4291156,Geology,DEMO060,
Fault distance,-0.0439741,0.5072199,Geology,DEMO061,
Fault distance,0.0288388,0.5821387,Geology,DEMO062,
Fault distance,0.0544393,0.6099441,Geology,DEMO063,
Fault distance,-0.0134084,0.5759673,Geology,DEMO064,
Fault distance,-0.0044004,0.5039094,Geology,DEMO065,
Fault distance,0.0737079,0.4411240,Geology,DEMO066,
Fault distance,0.0530771,0.4292115,Geology,DEMO067,
Fault distance,-0.0053154,0.4781866,Geology,DEMO068,
Fault distance,0.0470420,0.5602600,Geology,DEMO069,
Fault distance,0.1020903,0.6270972,Geology,DEMO070,
Fault distance,0.0455860,0.6398354,Geology,DEMO071,
Fault distance,0.0218169,0.5932186,Geology,DEMO072,
Fault distance,0.0992847,0.5188635,Geology,DEMO073,
Fault distance,0.1119892,0.4656260,Geology,DEMO074,
Fault distance,0.0440682,0.4692636,Geology,DEMO075,
